Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Product_Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Sales_Channel,Salesperson,Order_Status,Sales_Amount
ORD-019415,7/12/2025,CUST-08793,Yousef Ibrahim,Female,31,Doha,Home,Lamp,8,1322.33,0,Card,Online,SP-066,Completed,10578.64
ORD-027790,1/7/2026,CUST-02312,Noura Hassan,Female,20,Doha,Food & Beverage,Pizza,9,1091.4,0.1,Card,Online,SP-078,Completed,8840.34
ORD-000674,9/14/2025,CUST-07960,Yousef Ibrahim,Female,31,Al Rayyan,Fashion,T-Shirt,2,83.22,0,Card,Online,SP-074,Completed,166.44
ORD-041794,4/27/2026,CUST-08952,Yousef Ibrahim,Female,40,Al Rayyan,Grocery,Cereal,9,62.97,,Card,Online,SP-098,Cancelled,566.73
ORD-009481,10/19/2025,CUST-00735,Ahmed Ali,Male,54,Doha,Electronics,Monitor,1,1176.15,0.05,Cash,Phone,SP-020,Completed,1117.34
ORD-039212,8/17/2025,CUST-07887,Aisha Mohamed,Female,31,Umm Salal,Fashion,T-Shirt,1,434.02,0,Card,Phone,SP-066,Completed,434.02
ORD-031376,8/13/2025,CUST-01256,Mariam Ali,Male,41,Al Rayyan,Home,Lamp,3,857.61,0.15,Card,Store,SP-028,Returned,2186.91
ORD-038656,4/9/2026,CUST-07872,Khalid Salem,Female,29,Al Rayyan,Fashion,T-Shirt,5,103.34,0.2,Card,Phone,SP-028,Returned,413.36
ORD-048242,11/28/2025,CUST-07434,Mohammed Hassan,Female,61,Mesaieed,Grocery,Rice,6,640.54,0,Mobile Payment,Online,SP-055,Cancelled,3843.24
ORD-010537,1/9/2026,CUST-08393,Fatima Noor,Male,56,Doha,Food & Beverage,Burger,9,1067.22,0.15,Card,Online,SP-098,Pending,8164.23
ORD-027603,5/2/2025,CUST-09317,Noura Hassan,Male,45,Lusail,Home,Table,1,296.74,0.05,Cash,Online,SP-016,Cancelled,281.9
ORD-010135,1/26/2026,CUST-05208,Yousef Ibrahim,Male,22,Doha,Grocery,Bread,4,200.57,0,Mobile Payment,Online,SP-052,Completed,802.28
ORD-048995,8/14/2025,CUST-08387,Mariam Ali,Male,37,Doha,Fashion,Jeans,7,423.3,0.1,Card,Online,SP-081,Completed,2666.79
ORD-048548,6/15/2025,CUST-04456,Omar Khalid,Male,57,Umm Salal,Grocery,Cooking Oil,8,686.27,0.1,Cash,Store,SP-004,Pending,4941.14
ORD-042086,10/9/2025,CUST-03971,Aisha Mohamed,Female,45,Al Wakrah,Electronics,Tablet,1,193.82,0.2,Card,Store,SP-014,Cancelled,155.06
ORD-016265,12/31/2025,CUST-05505,Noura Hassan,Male,26,Al Wakrah,Fashion,Jeans,2,993.68,0,Card,Online,SP-097,Completed,1987.36
ORD-029274,9/28/2025,CUST-07028,Aisha Mohamed,Male,36,Umm Salal,Home,Bedsheet,4,1384.31,0.15,Mobile Payment,Store,SP-073,Pending,4706.65
ORD-008239,9/24/2025,CUST-08214,Mohammed Hassan,Male,31,Mesaieed,Home,Lamp,6,1269.92,0,Card,Store,SP-040,Pending,7619.52
ORD-028714,6/9/2026,CUST-08826,Aisha Mohamed,Female,34,Doha,Home,Lamp,8,242.64,0.05,Mobile Payment,Online,SP-087,Completed,1844.06
ORD-012466,12/11/2025,CUST-00284,Ahmed Ali,Female,43,Umm Salal,Home,Vacuum Cleaner,7,1316.38,0,Cash,Store,SP-015,Returned,9214.66
ORD-010952,9/26/2025,CUST-09511,Khalid Salem,Female,48,Doha,Food & Beverage,Tea,8,471.89,0.05,Card,Online,SP-025,Cancelled,3586.36
ORD-045383,2/8/2025,CUST-03928,Noura Hassan,Female,60,Al Wakrah,Grocery,Rice,8,892.26,0.25,Bank Transfer,Online,SP-039,Cancelled,5353.56
ORD-027845,6/11/2026,CUST-05583,Noura Hassan,Female,33,Al Khor,Home,Bedsheet,7,332.66,0.15,Mobile Payment,Store,SP-041,Completed,1979.33
ORD-007681,12/25/2025,CUST-04523,Mariam Ali,Male,59,Al Rayyan,Electronics,Tablet,5,1067.41,0.1,Card,Phone,SP-012,Cancelled,4803.34
ORD-040862,10/21/2025,CUST-02351,Omar Khalid,Female,34,Al Rayyan,Home,Bedsheet,8,692.98,0.15,Card,Store,SP-056,Pending,4712.26
ORD-036654,2/20/2026,CUST-02420,Yousef Ibrahim,Female,34,Doha,Grocery,Bread,9,96.74,0,Mobile Payment,Store,SP-063,Completed,870.66
ORD-019970,1/26/2025,CUST-05045,Aisha Mohamed,Female,61,Al Rayyan,Electronics,Laptop,8,93.43,0.05,Cash,Online,SP-029,Pending,710.07
ORD-040185,1/23/2026,CUST-07402,Mariam Ali,Female,65,Al Wakrah,Grocery,Bread,6,35.78,0.15,Card,Store,SP-089,Pending,182.48
ORD-027969,6/9/2026,CUST-06142,Khalid Salem,Male,59,Al Khor,Electronics,Keyboard,10,1398.21,0,Bank Transfer,Phone,SP-083,Returned,13982.1
ORD-011211,6/14/2026,CUST-01501,Yousef Ibrahim,Male,23,Doha,Fashion,Dress,10,424.24,0.2,Mobile Payment,Store,SP-030,Pending,3393.92
ORD-040895,8/7/2025,CUST-05868,Omar Khalid,Female,41,Doha,Food & Beverage,Coffee,8,233.53,0.2,Mobile Payment,Store,SP-001,Completed,1494.59
ORD-003612,4/29/2025,CUST-03798,Mariam Ali,Female,65,Umm Salal,Fashion,Shoes,10,257.31,0.1,Card,Store,SP-056,Completed,2315.79
ORD-024202,6/28/2025,CUST-00442,Ahmed Ali,Male,47,Lusail,Home,Bedsheet,9,1138.17,0.15,Cash,Online,SP-087,Completed,8707
ORD-031748,3/5/2026,CUST-03208,Mohammed Hassan,Female,19,Doha,Food & Beverage,Juice,7,997.53,0.1,Cash,Store,SP-039,Completed,6284.44
ORD-002947,3/17/2026,CUST-01378,Mariam Ali,Female,22,Mesaieed,Grocery,Cooking Oil,3,1483.87,0.1,Mobile Payment,Store,SP-019,Completed,4006.45
ORD-047792,8/23/2025,CUST-06815,Sara Ahmed,Female,19,Doha,Home,Bedsheet,6,340.98,0,Card,Online,SP-078,Completed,2045.88
ORD-030814,7/23/2025,CUST-05838,Aisha Mohamed,Female,43,Doha,Home,Lamp,8,1272.96,0.1,Card,Online,SP-030,Completed,9165.31
ORD-029454,6/1/2026,CUST-03539,Khalid Salem,Male,28,Lusail,Fashion,T-Shirt,9,1306.53,0,Card,Store,SP-018,Cancelled,11758.77
ORD-037471,6/25/2026,CUST-00139,Noura Hassan,Female,58,Al Rayyan,Home,Bedsheet,5,1276.55,0.1,Card,Online,SP-041,Completed,5744.48
ORD-030183,11/20/2025,CUST-09393,Sara Ahmed,Female,34,Doha,Fashion,T-Shirt,9,341.08,0.15,Mobile Payment,Online,SP-088,Pending,2609.26
ORD-037911,10/20/2025,CUST-05443,Mariam Ali,Male,23,Doha,Fashion,Backpack,9,859.33,0.15,Bank Transfer,Online,SP-033,Completed,6573.87
ORD-025950,9/10/2025,CUST-09237,Khalid Salem,Female,25,Doha,Home,Chair,8,851.41,0.2,Mobile Payment,Online,SP-047,Completed,5449.02
ORD-041182,2/20/2025,CUST-02782,Ahmed Ali,Male,45,Al Rayyan,Grocery,Cereal,6,594.64,0.05,Mobile Payment,Online,SP-075,Completed,3389.45
ORD-027326,11/22/2025,CUST-00621,Sara Ahmed,Male,26,Doha,Food & Beverage,Tea,4,1486.84,0,Cash,Store,SP-039,Completed,5947.36
ORD-037742,2/5/2026,CUST-01000,Fatima Noor,Male,60,Mesaieed,Food & Beverage,Coffee,9,1131.84,0,Cash,Phone,SP-053,Completed,10186.56
ORD-000008,3/23/2025,CUST-03612,Sara Ahmed,Male,42,Al Rayyan,Fashion,Shoes,5,1141.89,0.05,Card,Store,SP-050,Returned,5423.98
ORD-014852,10/27/2025,CUST-02495,Omar Khalid,Female,26,Mesaieed,Fashion,Dress,5,351.69,0,Mobile Payment,Store,SP-041,Pending,1758.45
ORD-004096,6/30/2025,CUST-03990,Sara Ahmed,Male,41,Doha,Food & Beverage,Juice,9,155.39,0.2,Card,Store,SP-078,Completed,1118.81
ORD-008471,7/5/2025,CUST-03380,Aisha Mohamed,Female,41,Al Khor,Home,Table,1,1324.96,0.1,Mobile Payment,Store,SP-034,Completed,1192.46
ORD-047386,2/1/2026,CUST-08019,Mohammed Hassan,Female,28,Al Rayyan,Home,Vacuum Cleaner,7,1373.05,0.1,Card,Store,SP-038,Completed,8650.22
ORD-041392,10/8/2025,CUST-01821,Mohammed Hassan,Female,64,Al Wakrah,Electronics,Tablet,9,31.2,0.2,Card,Online,SP-091,Completed,224.64
ORD-041060,11/6/2025,CUST-02627,Mariam Ali,Female,25,Doha,Fashion,Backpack,4,1181.43,0.05,Card,Phone,SP-007,Completed,4489.43
ORD-048756,1/23/2025,CUST-05778,Omar Khalid,Female,43,Doha,Electronics,Tablet,2,536.67,0.2,Card,Online,SP-060,Completed,858.67
ORD-006970,3/15/2025,CUST-04829,Aisha Mohamed,Female,49,Doha,Electronics,Smartphone,4,1094.78,0.1,Card,Online,SP-089,Completed,3941.21
ORD-036617,8/3/2025,CUST-03810,Noura Hassan,Female,64,Lusail,Home,Lamp,6,1118.18,0.2,Card,Online,SP-063,Completed,5367.26
ORD-027987,11/25/2025,CUST-03171,Fatima Noor,Male,58,Doha,Food & Beverage,Tea,5,399.4,0,Cash,Store,SP-008,Pending,1997
ORD-034778,5/4/2026,CUST-05654,Khalid Salem,Female,52,Doha,Grocery,Water,4,981.18,0.2,Mobile Payment,Online,SP-014,Completed,3139.78
ORD-036910,12/28/2025,CUST-06746,Omar Khalid,Male,55,Umm Salal,Grocery,Cereal,5,331.21,0.2,Cash,Online,SP-081,Cancelled,1324.84
ORD-021044,8/19/2025,CUST-05485,Sara Ahmed,Male,45,Doha,Fashion,Jeans,6,724.37,0,Bank Transfer,Store,SP-073,Pending,4346.22
ORD-040949,9/12/2025,CUST-03444,Khalid Salem,Male,33,Doha,Fashion,Dress,5,1472.33,0.15,Mobile Payment,Phone,SP-069,Returned,6257.4
ORD-043494,4/13/2026,CUST-02340,Noura Hassan,Female,23,Al Khor,Grocery,Milk,9,930.23,0,Card,Online,SP-047,Cancelled,8372.07
ORD-044828,11/8/2025,CUST-06768,Khalid Salem,Female,58,Lusail,Electronics,Tablet,10,497.76,0.1,Card,Phone,SP-094,Completed,4479.84
ORD-038589,1/24/2025,CUST-00496,Aisha Mohamed,Male,23,Doha,Fashion,Jeans,9,366.64,0.15,Cash,Store,SP-033,Completed,2804.8
ORD-001963,1/2/2025,CUST-08715,Mariam Ali,Female,32,Doha,Electronics,Keyboard,4,471.83,0,Cash,Store,SP-045,Completed,1887.32
ORD-034087,3/4/2026,CUST-01723,Omar Khalid,Male,23,Al Khor,Home,Cookware,5,476.52,0.05,Bank Transfer,Online,SP-076,Completed,2263.47
ORD-022908,8/20/2025,CUST-02627,CahaCCanes Hassan,Male,33,Doha,Electronics,Headphones,7,293.15,0.15,Card,Online,SP-009,Completed,1744.24
ORD-045895,4/27/2026,CUST-03662,Yousef Ibrahim,Female,20,Doha,Fashion,Jacket,7,969.08,0.2,Card,Phone,SP-007,Completed,5426.85
ORD-007832,10/5/2025,CUST-08265,Khalid Salem,Female,41,Doha,Home,Table,2,1464.48,0,Card,Online,SP-093,Completed,2928.96
ORD-007278,2/23/2026,CUST-03249,Ahmed Ali,Male,39,Al Rayyan,Grocery,Milk,4,1297.28,0.1,Cash,Online,SP-078,Completed,4670.21
ORD-001484,12/2/2025,CUST-02312,Sara Ahmed,Male,46,Doha,Electronics,Headphones,5,1217.91,0.15,Mobile Payment,Online,SP-048,Pending,5176.12
ORD-013169,6/29/2025,CUST-08603,Fatima Noor,Male,36,Al Khor,Grocery,Bread,4,738.28,0.1,Bank Transfer,Online,SP-046,Completed,2657.81
ORD-046939,4/10/2025,CUST-06440,Fatima Noor,Female,62,Doha,Food & Beverage,Coffee,10,840.66,0.15,Bank Transfer,Online,SP-089,Completed,7145.61
ORD-040428,11/19/2025,CUST-07860,Mohammed Hassan,Female,47,Doha,Electronics,Tablet,4,496.63,0,Cash,Store,SP-047,Pending,1986.52
ORD-020249,10/31/2025,CUST-03981,Omar Khalid,Male,21,Mesaieed,Grocery,Milk,8,339.45,0.1,Card,Phone,SP-041,Completed,2444.04
ORD-037360,10/23/2025,CUST-08993,Yousef Ibrahim,Female,19,Al Wakrah,Electronics,Tablet,3,652.89,0.05,Card,Store,SP-029,Completed,1860.74
ORD-042718,1/2/2026,CUST-04919,Noura Hassan,Male,65,Doha,Grocery,Cooking Oil,3,254.57,0,Card,Online,SP-089,Completed,763.71
ORD-007365,8/22/2025,CUST-00285,Ahmed Ali,Female,30,Lusail,Home,Chair,9,1097.37,0.2,Bank Transfer,Phone,SP-099,Completed,7901.06
ORD-010742,6/17/2025,CUST-07645,Mohammed Hassan,Male,36,Doha,Food & Beverage,Sandwich,4,143.05,0.25,Cash,Store,SP-033,Pending,429.15
ORD-018742,1/11/2026,CUST-01725,Yousef Ibrahim,Female,42,Mesaieed,Electronics,Keyboard,7,1419.59,0.05,Card,Store,SP-043,Completed,9440.27
ORD-005101,4/21/2025,CUST-08773,Fatima Noor,Male,61,Doha,Food & Beverage,Coffee,3,703.71,0.1,Bank Transfer,Online,SP-045,Completed,1900.02
ORD-019765,1/6/2025,CUST-08006,Omar Khalid,Male,19,Al Rayyan,Fashion,Dress,9,1133.18,0.25,Card,Store,SP-049,Returned,7648.96
ORD-036224,3/30/2025,CUST-04910,Yousef Ibrahim,Male,27,Doha,Home,Lamp,3,1062.79,0.15,Card,Store,SP-054,Pending,2710.11
ORD-022578,1/2/2026,CUST-09548,Sara Ahmed,Female,23,Al Khor,Home,Cookware,6,1003.21,0.1,Card,Store,SP-080,Completed,5417.33
ORD-031893,5/26/2025,CUST-08546,Yousef Ibrahim,Female,30,Doha,Grocery,Milk,10,780.61,0.15,Card,Store,SP-029,Completed,6635.18
ORD-036150,4/16/2025,CUST-02258,Yousef Ibrahim,Female,41,Doha,Fashion,Shoes,5,183.53,0.05,Bank Transfer,Online,SP-051,Completed,871.77
ORD-044662,3/6/2025,CUST-02117,Khalid Salem,Male,38,Umm Salal,Fashion,T-Shirt,2,668.48,0,Card,Online,SP-053,Returned,1336.96
ORD-000656,2/20/2026,CUST-09407,Mariam Ali,Male,34,Doha,Food & Beverage,Sandwich,8,260.74,0.1,Card,Online,SP-018,Cancelled,1877.33
ORD-003119,3/16/2025,CUST-06415,Mohammed Hassan,Female,62,Al Rayyan,Fashion,Shoes,2,895.54,0.2,Card,Online,SP-028,Completed,1432.86
ORD-045302,3/22/2026,CUST-07647,Aisha Mohamed,Male,21,Doha,Home,Chair,2,907.68,0.1,Card,Store,SP-099,Cancelled,1633.82
ORD-027013,4/10/2026,CUST-06009,Ahmed Ali,Female,33,Al Rayyan,Fashion,Backpack,2,637.63,0.1,Mobile Payment,Online,SP-037,Cancelled,1147.73
ORD-009318,3/22/2025,CUST-09493,Mariam Ali,Female,26,Umm Salal,Electronics,Smartphone,5,472.75,0.15,Cash,Store,SP-076,Completed,2009.19
ORD-003383,1/22/2025,CUST-04434,Sara Ahmed,Male,22,Al Wakrah,Fashion,Dress,9,1355.52,0.05,Cash,Store,SP-060,Completed,11589.7
ORD-005458,5/13/2026,CUST-09579,Noura Hassan,Female,23,Doha,Fashion,Dress,7,652.27,0,Cash,Phone,SP-027,Completed,4565.89
ORD-015704,11/16/2025,CUST-02022,Noura Hassan,Female,26,Al Rayyan,Grocery,Bread,9,1167.91,0.05,Cash,Store,SP-083,Pending,9985.63
ORD-002909,2/21/2025,CUST-08349,Mohammed Hassan,Female,40,Al Wakrah,Electronics,Laptop,3,248.97,0.1,Bank Transfer,Store,SP-077,Completed,672.22
ORD-001896,6/21/2026,CUST-02220,Noura Hassan,Male,18,Doha,Home,Lamp,5,783.34,0,Card,Online,SP-013,Completed,3916.7
ORD-003489,2/13/2025,CUST-09085,Fatima Noor,Male,59,Al Rayyan,Home,Vacuum Cleaner,1,1368.07,0,Card,Phone,SP-012,Returned,1368.07
ORD-027569,2/16/2026,CUST-06499,Aisha Mohamed,Female,61,Umm Salal,Electronics,Keyboard,7,1177.72,0,Card,Store,SP-025,Pending,8244.04
ORD-034902,7/1/2025,CUST-00485,Mariam Ali,Female,59,Mesaieed,Grocery,Bread,2,1261.94,0,Bank Transfer,Store,SP-074,Completed,2523.88
ORD-006748,10/26/2025,CUST-07021,Sara Ahmed,Female,61,Lusail,Home,Bedsheet,7,391.5,0.05,Bank Transfer,Store,SP-020,Completed,2603.48
ORD-011338,3/9/2025,CUST-09390,Fatima Noor,Male,63,Al Khor,Grocery,Bread,3,896.67,0.05,Card,Store,SP-005,Completed,2555.51
ORD-049627,4/25/2025,CUST-01914,Fatima Noor,Male,26,Umm Salal,Grocery,Bread,5,845.47,0,Card,Store,SP-056,Completed,4227.35
ORD-026586,5/20/2025,CUST-05118,Omar Khalid,Female,29,Lusail,Food & Beverage,Tea,3,708.71,0.05,Card,Online,SP-061,Completed,2019.82
ORD-033935,11/30/2025,CUST-07982,Fatima Noor,Female,55,Lusail,Food & Beverage,Coffee,9,1392.03,0.1,Card,Online,SP-014,Completed,11275.44
ORD-025639,11/16/2025,CUST-08705,Fatima Noor,Male,38,,Food & Beverage,Burger,1,1184.89,0.1,Card,Store,SP-085,Completed,1066.4
ORD-045395,3/12/2026,CUST-07079,Aisha Mohamed,Female,39,Doha,Home,Vacuum Cleaner,8,548.56,,Bank Transfer,Store,SP-089,Cancelled,3730.21
ORD-012025,2/8/2026,CUST-07647,Aisha Mohamed,Male,35,Lusail,Home,Table,6,478.83,0.05,Card,Store,SP-029,Completed,2729.33
ORD-026859,1/27/2025,CUST-03925,Mohammed Hassan,Female,47,Doha,Fashion,T-Shirt,1,1220.15,0.2,Mobile Payment,Store,SP-067,Cancelled,976.12
ORD-030757,9/7/2025,CUST-05797,Khalid Salem,Female,27,Doha,Home,Chair,7,1428.64,0.1,Mobile Payment,Store,SP-015,Pending,9000.43
ORD-012430,8/5/2025,CUST-09723,Noura Hassan,Male,62,Doha,Grocery,Bread,10,688.41,0.25,Mobile Payment,Online,SP-022,Completed,5163.08
ORD-011528,5/22/2025,CUST-03809,Omar Khalid,Male,65,Al Rayyan,Fashion,Jeans,5,108.6,0.15,Mobile Payment,Store,SP-011,Completed,461.55
ORD-026665,12/1/2025,CUST-03718,Khalid Salem,Female,58,Doha,Home,Chair,1,1318.47,0.1,Bank Transfer,Online,SP-046,Completed,1186.62
ORD-049540,4/26/2026,CUST-08535,Aisha Mohamed,Male,25,Al Rayyan,Grocery,Bread,2,22.65,0.05,Mobile Payment,Phone,SP-089,Returned,43.04
ORD-042061,4/9/2025,CUST-03105,Sara Ahmed,Female,48,Mesaieed,Food & Beverage,Pizza,4,1169.14,0.1,Card,Online,SP-060,Completed,4208.9
ORD-031683,1/7/2025,CUST-08048,Fatima Noor,Male,50,Doha,Home,Lamp,7,302.66,0,Card,Store,SP-051,Cancelled,2118.62
ORD-002756,6/20/2025,CUST-02632,Mariam Ali,Male,59,Umm Salal,Electronics,Smartphone,10,325.73,0.2,Card,Store,SP-094,Completed,2605.84
ORD-011757,10/22/2025,CUST-06610,Khalid Salem,Male,29,Doha,Food & Beverage,Sandwich,3,1336.48,0.1,Card,Store,SP-098,Cancelled,3608.5
ORD-048168,4/15/2026,CUST-00746,Fatima Noor,Female,57,Al Rayyan,Fashion,Jeans,6,188.42,0.15,Mobile Payment,Phone,SP-049,Pending,960.94
ORD-047226,4/12/2026,CUST-03243,Ahmed Ali,Male,19,Lusail,Electronics,Smartphone,1,327.58,0,Card,Phone,SP-097,Pending,327.58
ORD-032772,7/10/2025,CUST-04326,Ahmed Ali,Female,40,Al Wakrah,Fashion,Shoes,4,1408.95,0,Card,Online,SP-091,Returned,5635.8
ORD-000183,5/18/2025,CUST-01145,Aisha Mohamed,Male,58,Al Wakrah,Electronics,Laptop,4,634.82,0,Card,Store,SP-010,Cancelled,2539.28
ORD-013580,6/5/2025,CUST-05785,Omar Khalid,Female,25,Al Wakrah,Electronics,Monitor,1,992.46,0.05,Bank Transfer,Store,SP-019,Completed,942.84
ORD-034542,6/4/2026,CUST-06800,Sara Ahmed,Female,62,Al Wakrah,Home,Cookware,1,297.13,0.15,Bank Transfer,Store,SP-066,Cancelled,252.56
ORD-001371,6/18/2025,CUST-03261,Yousef Ibrahim,Male,61,Al Rayyan,Home,Table,5,1235.63,0,Bank Transfer,Store,SP-032,Completed,6178.15
ORD-047820,5/4/2025,CUST-08479,Khalid Salem,Male,35,Mesaieed,Grocery,Rice,8,732.92,0.1,Bank Transfer,Online,SP-065,Pending,5277.02
ORD-022179,5/1/2026,CUST-03885,Noura Hassan,Male,30,Al Wakrah,Fashion,Backpack,7,617.34,0,Card,Store,SP-079,Pending,4321.38
ORD-048294,5/7/2025,CUST-00795,Sara Ahmed,Male,34,Lusail,Food & Beverage,Juice,10,1487.57,0.05,Bank Transfer,Phone,SP-017,Completed,14131.92
ORD-013252,12/23/2025,CUST-07072,Fetife Roor,Female,60,Umm Salal,Food & Beverage,Juice,8,620.39,0.05,Bank Transfer,Store,SP-063,Completed,4714.96
ORD-040243,2/21/2026,CUST-06861,Mohammed Hassan,Male,48,Al Wakrah,Fashion,T-Shirt,9,1255.67,0.05,Cash,Store,SP-047,Completed,10735.98
ORD-027744,10/24/2025,CUST-00781,Ahmed Ali,Male,36,Al Rayyan,Food & Beverage,Tea,8,698.04,0.1,Card,Online,SP-088,Completed,5025.89
ORD-049058,4/21/2026,CUST-04850,Yousef Ibrahim,Female,24,Al Rayyan,Grocery,Bread,7,864.53,0,Card,Online,SP-031,Completed,6051.71
ORD-031201,7/16/2025,CUST-09463,Yousef Ibrahim,Female,20,Al Rayyan,Home,Chair,9,1409.29,0.2,Mobile Payment,Store,SP-018,Completed,10146.89
ORD-040650,8/15/2025,CUST-08212,Omar Khalid,Male,50,Al Wakrah,Grocery,Bread,9,1326.78,0.15,Bank Transfer,Store,SP-045,Returned,10149.87
ORD-005689,3/13/2025,CUST-03211,Khalid Salem,Female,60,Lusail,Grocery,Water,2,541.38,0.05,Card,Phone,SP-056,Completed,1028.62
ORD-033586,8/29/2025,CUST-07759,Yousef Ibrahim,Female,47,Mesaieed,Grocery,Cooking Oil,1,437.17,0,Bank Transfer,Online,SP-008,Cancelled,437.17
ORD-028009,3/6/2026,CUST-00980,Sara Ahmed,Male,20,Lusail,Home,Bedsheet,6,1473.85,0.1,Mobile Payment,Phone,SP-031,Completed,7958.79
ORD-036310,10/9/2025,CUST-08552,Ahmed Ali,Female,64,Doha,Electronics,Headphones,4,881.83,0.1,Card,Online,SP-077,Pending,3174.59
ORD-000129,4/23/2026,CUST-07971,Fatima Noor,Female,51,Lusail,Home,Lamp,2,1306.2,0.05,Bank Transfer,Online,SP-018,Completed,2481.78
ORD-023312,3/18/2026,CUST-03729,Omar Khalid,Male,54,Doha,Fashion,T-Shirt,5,1177.02,0,,Online,SP-070,Completed,5885.1
ORD-012002,3/22/2026,CUST-06130,Sara Ahmed,Male,18,Al Khor,Home,Lamp,6,1088.73,0.15,Card,Store,SP-048,Returned,5552.52
ORD-009402,3/13/2026,CUST-06360,Fatima Noor,Male,50,Al Rayyan,Food & Beverage,Pizza,4,508.65,0.1,Cash,Online,SP-048,Pending,1831.14
ORD-008851,2/18/2026,CUST-04545,Aisha Mohamed,Female,48,Doha,Fashion,Dress,3,597.87,0,Bank Transfer,Online,SP-056,Completed,1793.61
ORD-005355,7/26/2025,CUST-09802,Noura Hassan,Male,31,Al Wakrah,Electronics,Laptop,6,416.05,0.25,Cash,Online,SP-005,Returned,1872.22
ORD-020202,4/2/2025,CUST-06027,Mariam Ali,Male,59,Umm Salal,Electronics,Headphones,7,620.61,0,Bank Transfer,Online,SP-089,Pending,4344.27
ORD-034045,12/4/2025,CUST-04689,Khalid Salem,Male,37,Al Wakrah,Fashion,Jeans,8,774.79,0,Card,Store,SP-083,Completed,6198.32
ORD-016040,3/12/2025,CUST-02500,Aisha Mohamed,Male,49,Lusail,Home,Table,8,81.01,0.05,Card,Store,SP-008,Cancelled,615.68
ORD-017555,8/28/2025,CUST-04574,Mohammed Hassan,Female,64,Doha,Electronics,Monitor,7,1445.18,0.15,Cash,Online,SP-011,Cancelled,8598.82
ORD-031521,2/16/2026,CUST-08332,Omar Khalid,Female,62,Al Rayyan,Food & Beverage,Pizza,8,390.52,0.1,Card,Store,SP-045,Completed,2811.74
ORD-037611,3/17/2025,CUST-06594,Yousef Ibrahim,Female,50,Al Rayyan,Electronics,Laptop,8,643.92,0.15,Card,Online,SP-097,Pending,4378.66
ORD-008058,10/13/2025,CUST-06921,Noura Hassan,Female,23,Umm Salal,Grocery,Bread,2,430.83,0.15,Card,Store,SP-080,Cancelled,732.41
ORD-040542,1/2/2026,CUST-06529,Mariam Ali,Female,48,Doha,Fashion,Jacket,6,947.05,0.1,Card,Online,SP-017,Completed,5114.07
ORD-018805,10/7/2025,CUST-01165,Yousef Ibrahim,Female,52,Al Rayyan,Home,Table,6,692.71,0.1,Mobile Payment,Phone,SP-018,Completed,3740.63
ORD-042679,6/27/2026,CUST-07602,Ahmed Ali,Female,29,Lusail,Grocery,Milk,5,908.46,0,Bank Transfer,Online,SP-001,Completed,4542.3
ORD-023836,5/6/2026,CUST-02104,Fatima Noor,Male,38,Doha,Grocery,Water,2,657.01,0.15,Bank Transfer,Online,SP-045,Cancelled,1116.92
ORD-004305,1/4/2025,CUST-09684,Mohammed Hassan,Female,44,Umm Salal,Grocery,Rice,5,655.47,0,Mobile Payment,Online,SP-082,Completed,3277.35
ORD-000111,6/14/2026,CUST-08730,Omar Khalid,Male,23,Al Rayyan,Grocery,Rice,1,1409.69,0.05,Cash,Online,SP-037,Completed,1339.21
ORD-046626,8/28/2025,CUST-06961,Yousef Ibrahim,Female,51,Mesaieed,Food & Beverage,Coffee,1,1033.94,0,Bank Transfer,Online,SP-078,Pending,1033.94
ORD-028071,11/11/2025,CUST-04085,Yousef Ibrahim,Male,57,Al Rayyan,Home,Chair,6,173.83,0.05,Card,Store,SP-015,Completed,990.83
ORD-009135,4/8/2026,CUST-05246,Khalid Salem,Male,59,Umm Salal,Electronics,Monitor,10,87.27,0.15,Card,Store,SP-049,Completed,741.8
ORD-012690,7/13/2025,CUST-05750,Mariam Ali,Female,63,Al Rayyan,Electronics,Smartphone,2,429.37,0.1,Mobile Payment,Online,SP-034,Returned,772.87
ORD-020341,3/12/2026,CUST-04496,Mohammed Hassan,Male,65,Mesaieed,Electronics,Keyboard,8,402.32,0.15,Card,Store,SP-091,Completed,2735.78
ORD-002837,4/16/2025,CUST-06736,Omar Khalid,Male,53,Doha,Electronics,Monitor,3,513.59,0.2,Mobile Payment,Store,SP-011,Completed,1232.62
ORD-028281,4/28/2026,CUST-04993,Noura Hassan,Male,28,Doha,Grocery,Milk,5,448.99,0.1,Bank Transfer,Store,SP-075,Cancelled,2020.46
ORD-049344,5/16/2026,CUST-06079,Sara Ahmed,Male,26,Al Rayyan,Food & Beverage,Burger,6,1051.3,0,Card,Store,SP-076,Completed,6307.8
ORD-001558,6/12/2026,CUST-04531,Noura Hassan,Male,37,Al Rayyan,Electronics,Tablet,5,594.44,0.1,Card,Online,SP-044,Completed,2674.98
ORD-021889,3/19/2026,CUST-05332,Yousef Ibrahim,Female,41,Umm Salal,Fashion,Shoes,5,973.1,0.05,Card,Store,SP-013,Returned,4622.22
ORD-034905,2/2/2025,CUST-04202,Noura Hassan,Female,46,Al Rayyan,Fashion,Jeans,6,1493.75,0.2,Bank Transfer,Store,SP-018,Cancelled,7170
