"order_id"|"order_date"|"customer_id"|"customer_name"|"gender"|"age"|"city"|"product_category"|"product"|"quantity"|"unit_price"|"discount"|"payment_method"|"sales_channel"|"salesperson"|"order_status"|"sales_amount"|"net_sales_calc"|"sales_variance"|"year"|"month"
"ORD-014844"|"2026-01-01"|"CUST-01909"|"Mohammed Hassan"|"Male"|35|"Doha"|"Fashion"|"Shoes"|2|61.14|0.1|"Card"|"Store"|"SP-090"|"Pending"|110.05|110.05|0.0|2026|1
"ORD-014845"|"2026-06-15"|"CUST-05807"|"Fatima Noor"|"Male"|21|"Al Khor"|"Fashion"|"Jeans"|4|793.29|0.05|"Cash"|"Phone"|"SP-042"|"Returned"|3014.5|3014.5|0.0|2026|6
"ORD-014846"|"2025-02-15"|"CUST-09447"|"Aisha Mohamed"|"Male"|28|"Al Wakrah"|"Food & Beverage"|"Juice"|10|1124.94|0.05|"Mobile Payment"|"Store"|"SP-032"|"Completed"|10686.93|10686.93|0.0|2025|2
"ORD-014847"|"2025-02-04"|"CUST-05112"|"Aisha Mohamed"|"Female"|28|"Doha"|"Electronics"|"Keyboard"|3|873.21|0.0|"Card"|"Store"|"SP-051"|"Completed"|2619.63|2619.63|0.0|2025|2
"ORD-014848"|"2025-07-21"|"CUST-00575"|"Khalid Salem"|"Male"|30|"Lusail"|"Food & Beverage"|"Coffee"|3|1406.26|0.1|"Bank Transfer"|"Online"|"SP-091"|"Returned"|3796.9|3796.9|0.0|2025|7
"ORD-014849"|"2026-06-19"|"CUST-05485"|"Noura Hassan"|"Male"|32|"Al Rayyan"|"Fashion"|"T-Shirt"|3|145.52|0.1|"Cash"|"Online"|"SP-018"|"Completed"|392.9|392.9|0.0|2026|6
"ORD-014850"|"2025-12-31"|"CUST-01229"|"Unknown"|"Female"|35|"Doha"|"Fashion"|"T-Shirt"|2|1156.82|0.2|"Card"|"Online"|"SP-072"|"Cancelled"|1850.91|1850.91|0.0|2025|12
"ORD-014851"|"2026-04-15"|"CUST-07133"|"Mohammed Hassan"|"Female"|42|"Al Rayyan"|"Fashion"|"Dress"|4|1018.0|0.25|"Bank Transfer"|"Online"|"SP-022"|"Pending"|3054.0|3054.0|0.0|2026|4
"ORD-014852"|"2025-10-27"|"CUST-02495"|"Omar Khalid"|"Female"|26|"Mesaieed"|"Fashion"|"Dress"|5|351.69|0.0|"Mobile Payment"|"Store"|"SP-041"|"Pending"|1758.45|1758.45|0.0|2025|10
"ORD-014853"|"2026-02-20"|"CUST-00307"|"Omar Khalid"|"Female"|54|"Al Rayyan"|"Home"|"Chair"|9|203.49|0.0|"Cash"|"Phone"|"SP-016"|"Completed"|1831.41|1831.41|0.0|2026|2
"ORD-014854"|"2025-12-12"|"CUST-09770"|"Yousef Ibrahim"|"Male"|29|"Doha"|"Electronics"|"Tablet"|9|1154.75|0.15|"Bank Transfer"|"Phone"|"SP-094"|"Completed"|8833.84|8833.84|0.0|2025|12
"ORD-014855"|"2025-12-15"|"CUST-05384"|"Aisha Mohamed"|"Male"|60|"Doha"|"Food & Beverage"|"Coffee"|9|889.46|0.1|"Card"|"Store"|"SP-045"|"Cancelled"|7204.63|7204.63|0.0|2025|12
"ORD-014856"|"2025-07-09"|"CUST-04890"|"Ahmed Ali"|"Male"|47|"Al Rayyan"|"Fashion"|"T-Shirt"|6|1390.2|0.1|"Card"|"Online"|"SP-062"|"Completed"|7507.08|7507.08|0.0|2025|7
"ORD-014857"|"2026-02-07"|"CUST-05046"|"Mohammed Hassan"|"Male"|49|"Al Wakrah"|"Grocery"|"Cereal"|2|1493.54|0.1|"Cash"|"Phone"|"SP-097"|"Completed"|2688.37|2688.37|0.0|2026|2
"ORD-014858"|"2025-12-15"|"CUST-03256"|"Ahmed Ali"|"Female"|55|"Al Wakrah"|"Fashion"|"Backpack"|4|24.03|0.0|"Card"|"Store"|"SP-068"|"Completed"|96.12|96.12|0.0|2025|12
"ORD-014859"|"2026-01-08"|"CUST-05118"|"Noura Hassan"|"Male"|65|"Umm Salal"|"Home"|"Cookware"|10|1200.73|0.15|"Card"|"Phone"|"SP-030"|"Completed"|10206.2|10206.21|-0.01|2026|1
"ORD-014860"|"2026-05-20"|"CUST-08044"|"Mohammed Hassan"|"Female"|63|"Al Rayyan"|"Grocery"|"Rice"|8|976.07|0.05|"Mobile Payment"|"Online"|"SP-087"|"Completed"|7418.13|7418.13|0.0|2026|5
"ORD-014861"|"2025-10-18"|"CUST-03137"|"Mariam Ali"|"Male"|55|"Doha"|"Fashion"|"Dress"|10|1085.89|0.2|"Cash"|"Store"|"SP-028"|"Cancelled"|8687.12|8687.12|0.0|2025|10
"ORD-014862"|"2025-04-21"|"CUST-07339"|"Ahmed Ali"|"Male"|64|"Doha"|"Fashion"|"Dress"|7|827.07|0.0|"Bank Transfer"|"Online"|"SP-009"|"Completed"|5789.49|5789.49|0.0|2025|4
"ORD-014863"|"2026-05-18"|"CUST-04544"|"Mariam Ali"|"Male"|64|"Al Wakrah"|"Grocery"|"Cooking Oil"|6|993.57|0.1|"Card"|"Store"|"SP-083"|"Returned"|5365.28|5365.28|0.0|2026|5
"ORD-014864"|"2025-10-28"|"CUST-05879"|"Noura Hassan"|"Female"|20|"Al Rayyan"|"Home"|"Lamp"|10|836.57|0.2|"Card"|"Online"|"SP-064"|"Completed"|6692.56|6692.56|0.0|2025|10
"ORD-014865"|"2025-01-13"|"CUST-05825"|"Sara Ahmed"|"Male"|65|"Umm Salal"|"Home"|"Cookware"|9|1147.37|0.0|"Card"|"Store"|"SP-009"|"Returned"|10326.33|10326.33|0.0|2025|1
"ORD-014866"|"2026-06-07"|"CUST-03459"|"Sara Ahmed"|"Male"|52|"Doha"|"Electronics"|"Monitor"|9|55.4|0.1|"Mobile Payment"|"Online"|"SP-066"|"Returned"|448.74|448.74|0.0|2026|6
"ORD-014867"|"2025-04-12"|"CUST-08280"|"Aisha Mohamed"|"Female"|50|"Doha"|"Fashion"|"Backpack"|8|1338.4|0.1|"Mobile Payment"|"Online"|"SP-069"|"Completed"|9636.48|9636.48|0.0|2025|4
"ORD-014868"|"2025-07-16"|"CUST-07479"|"Mariam Ali"|"Female"|29|"Al Rayyan"|"Food & Beverage"|"Pizza"|10|1345.43|0.2|"Card"|"Online"|"SP-037"|"Completed"|10763.44|10763.44|0.0|2025|7
"ORD-014869"|"2026-01-26"|"CUST-08960"|"Omar Khalid"|"Male"|38|"Doha"|"Electronics"|"Monitor"|5|532.21|0.2|"Bank Transfer"|"Store"|"SP-095"|"Cancelled"|2128.84|2128.84|0.0|2026|1
"ORD-014870"|"2025-02-24"|"CUST-04433"|"Fatima Noor"|"Male"|43|"Doha"|"Food & Beverage"|"Juice"|5|383.62|0.0|"Cash"|"Phone"|"SP-065"|"Cancelled"|1918.1|1918.1|0.0|2025|2
"ORD-014871"|"2025-07-02"|"CUST-03387"|"Aisha Mohamed"|"Female"|38|"Doha"|"Home"|"Lamp"|5|184.78|0.15|"Card"|"Online"|"SP-029"|"Completed"|785.32|785.32|0.01|2025|7
"ORD-014872"|"2025-01-19"|"CUST-02516"|"Omar Khalid"|"Female"|20|"Doha"|"Food & Beverage"|"Coffee"|1|746.16|0.0|"Mobile Payment"|"Phone"|"SP-038"|"Completed"|746.16|746.16|0.0|2025|1
"ORD-014873"|"2025-12-29"|"CUST-05996"|"Sara Ahmed"|"Male"|58|"Al Wakrah"|"Electronics"|"Laptop"|3|989.02|0.05|"Card"|"Online"|"SP-022"|"Completed"|2818.71|2818.71|0.0|2025|12
"ORD-014874"|"2026-04-18"|"CUST-05046"|"Ahmed Ali"|"Male"|47|"Doha"|"Food & Beverage"|"Coffee"|5|874.22|0.2|"Card"|"Online"|"SP-048"|"Completed"|3496.88|3496.88|0.0|2026|4
"ORD-014875"|"2025-01-09"|"CUST-02355"|"Khalid Salem"|"Female"|42|"Al Rayyan"|"Home"|"Bedsheet"|5|226.1|0.1|"Bank Transfer"|"Store"|"SP-085"|"Completed"|1017.45|1017.45|0.0|2025|1
"ORD-014876"|"2025-01-25"|"CUST-00966"|"Omar Khalid"|"Female"|28|"Doha"|"Electronics"|"Smartphone"|5|565.76|0.2|"Unknown"|"Store"|"SP-012"|"Completed"|2263.04|2263.04|0.0|2025|1
"ORD-014877"|"2025-11-02"|"CUST-07451"|"Aisha Mohamed"|"Male"|51|"Doha"|"Grocery"|"Cereal"|4|1200.26|0.1|"Card"|"Store"|"SP-084"|"Completed"|4320.94|4320.94|0.0|2025|11
"ORD-014878"|"2026-03-10"|"CUST-00133"|"Mohammed Hassan"|"Female"|56|"Lusail"|"Grocery"|"Milk"|6|83.84|0.1|"Mobile Payment"|"Online"|"SP-050"|"Completed"|452.74|452.74|0.0|2026|3
"ORD-014879"|"2026-02-26"|"CUST-08858"|"Fatima Noor"|"Female"|47|"Al Wakrah"|"Fashion"|"Dress"|6|254.94|0.1|"Cash"|"Online"|"SP-038"|"Completed"|1376.68|1376.68|0.0|2026|2
"ORD-014880"|"2025-02-26"|"CUST-01956"|"Ahmed Ali"|"Male"|60|"Al Wakrah"|"Home"|"Chair"|9|966.83|0.0|"Cash"|"Store"|"SP-059"|"Completed"|8701.47|8701.47|0.0|2025|2
"ORD-014881"|"2026-06-18"|"CUST-04970"|"Fatima Noor"|"Female"|48|"Doha"|"Electronics"|"Monitor"|7|19.45|0.25|"Card"|"Store"|"SP-031"|"Completed"|102.11|102.11|0.0|2026|6
"ORD-014882"|"2025-06-28"|"CUST-09423"|"Omar Khalid"|"Male"|58|"Al Wakrah"|"Grocery"|"Cereal"|5|532.48|0.0|"Mobile Payment"|"Phone"|"SP-071"|"Completed"|2662.4|2662.4|0.0|2025|6
"ORD-014883"|"2025-03-09"|"CUST-01580"|"Fatima Noor"|"Female"|39|"Al Khor"|"Fashion"|"Jeans"|6|1436.52|0.25|"Bank Transfer"|"Store"|"SP-089"|"Cancelled"|6464.34|6464.34|0.0|2025|3
"ORD-014884"|"2026-05-11"|"CUST-02144"|"Noura Hassan"|"Female"|45|"Al Khor"|"Food & Beverage"|"Pizza"|8|567.48|0.05|"Cash"|"Store"|"SP-005"|"Cancelled"|4312.85|4312.85|0.0|2026|5
"ORD-014885"|"2025-01-01"|"CUST-07194"|"Mohammed Hassan"|"Male"|49|"Al Rayyan"|"Food & Beverage"|"Coffee"|6|1342.4|0.0|"Cash"|"Online"|"SP-073"|"Completed"|8054.4|8054.4|0.0|2025|1
"ORD-014886"|"2025-02-17"|"CUST-07237"|"Aisha Mohamed"|"Male"|24|"Al Rayyan"|"Electronics"|"Laptop"|9|632.49|0.1|"Mobile Payment"|"Phone"|"SP-050"|"Completed"|5123.17|5123.17|0.0|2025|2
"ORD-014887"|"2026-02-21"|"CUST-01546"|"Noura Hassan"|"Female"|18|"Doha"|"Electronics"|"Tablet"|2|857.73|0.2|"Cash"|"Online"|"SP-056"|"Completed"|1372.37|1372.37|0.0|2026|2
"ORD-014888"|"2025-07-16"|"CUST-03147"|"Khalid Salem"|"Female"|56|"Al Wakrah"|"Fashion"|"Jacket"|1|784.14|0.15|"Card"|"Online"|"SP-047"|"Completed"|666.52|666.52|0.0|2025|7
"ORD-014889"|"2025-02-17"|"CUST-07521"|"Sara Ahmed"|"Female"|22|"Al Rayyan"|"Fashion"|"Jeans"|5|672.48|0.15|"Card"|"Store"|"SP-002"|"Cancelled"|2858.04|2858.04|0.0|2025|2
"ORD-014890"|"2025-12-21"|"CUST-09180"|"Sara Ahmed"|"Male"|44|"Doha"|"Fashion"|"Dress"|5|1169.37|0.05|"Mobile Payment"|"Store"|"SP-058"|"Completed"|5554.51|5554.51|0.0|2025|12
"ORD-014891"|"2025-08-22"|"CUST-04665"|"Ahmed Ali"|"Male"|25|"Lusail"|"Fashion"|"T-Shirt"|3|1023.55|0.1|"Card"|"Store"|"SP-024"|"Pending"|2763.58|2763.59|-0.01|2025|8
"ORD-014892"|"2026-03-13"|"CUST-04432"|"Mohammed Hassan"|"Female"|26|"Lusail"|"Home"|"Bedsheet"|7|732.1|0.1|"Bank Transfer"|"Phone"|"SP-028"|"Pending"|4612.23|4612.23|0.0|2026|3
"ORD-014893"|"2025-03-31"|"CUST-06572"|"Khalid Salem"|"Female"|50|"Lusail"|"Food & Beverage"|"Sandwich"|5|1105.4|0.0|"Mobile Payment"|"Store"|"SP-039"|"Returned"|5527.0|5527.0|0.0|2025|3
"ORD-014894"|"2026-01-04"|"CUST-06146"|"Sara Ahmed"|"Female"|60|"Doha"|"Food & Beverage"|"Juice"|1|1390.51|0.15|"Card"|"Store"|"SP-029"|"Cancelled"|1181.93|1181.93|0.0|2026|1
"ORD-014895"|"2025-06-18"|"CUST-00898"|"Omar Khalid"|"Male"|59|"Doha"|"Food & Beverage"|"Coffee"|4|242.53|0.0|"Mobile Payment"|"Store"|"SP-096"|"Returned"|970.12|970.12|0.0|2025|6
"ORD-014896"|"2025-12-29"|"CUST-00864"|"Sara Ahmed"|"Male"|45|"Al Rayyan"|"Home"|"Vacuum Cleaner"|1|624.13|0.05|"Card"|"Store"|"SP-090"|"Completed"|592.92|592.92|0.0|2025|12
"ORD-014897"|"2025-06-26"|"CUST-00960"|"Sara Ahmed"|"Female"|40|"Al Wakrah"|"Grocery"|"Bread"|2|430.55|0.0|"Card"|"Online"|"SP-033"|"Completed"|861.1|861.1|0.0|2025|6
"ORD-014898"|"2026-05-15"|"CUST-09349"|"Omar Khalid"|"Female"|32|"Lusail"|"Fashion"|"Shoes"|2|1435.85|0.15|"Bank Transfer"|"Store"|"SP-070"|"Pending"|2440.94|2440.95|-0.01|2026|5
"ORD-014899"|"2025-05-13"|"CUST-08155"|"Omar Khalid"|"Male"|60|"Doha"|"Home"|"Lamp"|8|1320.88|0.05|"Card"|"Phone"|"SP-019"|"Completed"|10038.69|10038.69|0.0|2025|5
"ORD-014900"|"2025-06-21"|"CUST-06963"|"Yousef Ibrahim"|"Female"|49|"Al Rayyan"|"Electronics"|"Headphones"|4|1064.84|0.25|"Card"|"Online"|"SP-068"|"Cancelled"|3194.52|3194.52|0.0|2025|6
"ORD-014901"|"2026-06-14"|"CUST-02952"|"Sara Ahmed"|"Female"|36|"Al Wakrah"|"Food & Beverage"|"Coffee"|3|1265.05|0.0|"Cash"|"Online"|"SP-065"|"Returned"|3795.15|3795.15|0.0|2026|6
"ORD-014902"|"2026-03-17"|"CUST-01248"|"Sara Ahmed"|"Female"|48|"Doha"|"Fashion"|"Jeans"|10|419.25|0.0|"Cash"|"Store"|"SP-019"|"Completed"|4192.5|4192.5|0.0|2026|3
"ORD-014903"|"2025-04-22"|"CUST-04886"|"Khalid Salem"|"Female"|44|"Lusail"|"Home"|"Table"|8|1052.54|0.0|"Bank Transfer"|"Phone"|"SP-046"|"Completed"|8420.32|8420.32|0.0|2025|4
"ORD-014904"|"2025-02-09"|"CUST-06463"|"Aisha Mohamed"|"Female"|20|"Al Wakrah"|"Food & Beverage"|"Sandwich"|7|685.94|0.1|"Bank Transfer"|"Online"|"SP-041"|"Pending"|4321.42|4321.42|0.0|2025|2
"ORD-014905"|"2025-04-12"|"CUST-05338"|"Noura Hassan"|"Male"|23|"Al Rayyan"|"Food & Beverage"|"Burger"|10|916.87|0.25|"Bank Transfer"|"Phone"|"SP-087"|"Completed"|6876.52|6876.53|-0.01|2025|4
"ORD-014906"|"2026-01-04"|"CUST-06701"|"Mariam Ali"|"Female"|58|"Al Rayyan"|"Fashion"|"Dress"|10|220.46|0.15|"Card"|"Online"|"SP-057"|"Pending"|1873.91|1873.91|0.0|2026|1
"ORD-014907"|"2025-06-23"|"CUST-06859"|"Noura Hassan"|"Female"|41|"Doha"|"Home"|"Chair"|4|1231.82|0.0|"Cash"|"Online"|"SP-047"|"Completed"|4927.28|4927.28|0.0|2025|6
"ORD-014908"|"2025-12-07"|"CUST-07195"|"Mariam Ali"|"Male"|31|"Lusail"|"Grocery"|"Cooking Oil"|7|451.86|0.1|"Cash"|"Store"|"SP-009"|"Completed"|2846.72|2846.72|0.0|2025|12
"ORD-014909"|"2025-07-15"|"CUST-01287"|"Ahmed Ali"|"Male"|25|"Doha"|"Fashion"|"Backpack"|3|138.26|0.0|"Bank Transfer"|"Phone"|"SP-016"|"Completed"|414.78|414.78|0.0|2025|7
"ORD-014910"|"2025-07-01"|"CUST-09958"|"Ahmed Ali"|"Male"|43|"Doha"|"Home"|"Lamp"|1|1094.62|0.05|"Cash"|"Store"|"SP-075"|"Completed"|1039.89|1039.89|0.0|2025|7
"ORD-014911"|"2025-11-19"|"CUST-05483"|"Noura Hassan"|"Female"|42|"Lusail"|"Food & Beverage"|"Pizza"|2|588.09|0.1|"Card"|"Online"|"SP-075"|"Pending"|1058.56|1058.56|0.0|2025|11
"ORD-014912"|"2025-04-23"|"CUST-09520"|"Noura Hassan"|"Female"|65|"Al Wakrah"|"Food & Beverage"|"Coffee"|10|791.19|0.05|"Bank Transfer"|"Online"|"SP-031"|"Completed"|7516.3|7516.31|-0.01|2025|4
"ORD-014913"|"2025-08-23"|"CUST-07291"|"Yousef Ibrahim"|"Female"|38|"Doha"|"Fashion"|"Dress"|7|1032.82|0.0|"Card"|"Store"|"SP-063"|"Completed"|7229.74|7229.74|0.0|2025|8
"ORD-014914"|"2026-05-20"|"CUST-03451"|"Aisha Mohamed"|"Male"|55|"Al Rayyan"|"Fashion"|"T-Shirt"|7|127.22|0.05|"Cash"|"Online"|"SP-100"|"Pending"|846.01|846.01|0.0|2026|5
"ORD-014915"|"2025-03-12"|"CUST-01862"|"Sara Ahmed"|"Female"|42|"Al Rayyan"|"Home"|"Chair"|10|897.77|0.0|"Mobile Payment"|"Online"|"SP-052"|"Completed"|8977.7|8977.7|0.0|2025|3
"ORD-014916"|"2025-08-07"|"CUST-05452"|"Sara Ahmed"|"Female"|44|"Umm Salal"|"Grocery"|"Cereal"|7|1117.79|0.0|"Cash"|"Online"|"SP-039"|"Completed"|7824.53|7824.53|0.0|2025|8
"ORD-014917"|"2026-06-01"|"CUST-03837"|"Omar Khalid"|"Female"|29|"Umm Salal"|"Grocery"|"Cereal"|5|422.62|0.0|"Mobile Payment"|"Store"|"SP-055"|"Cancelled"|2113.1|2113.1|0.0|2026|6
"ORD-014918"|"2025-06-14"|"CUST-06394"|"Sara Ahmed"|"Female"|35|"Mesaieed"|"Food & Beverage"|"Pizza"|8|623.98|0.0|"Cash"|"Online"|"SP-095"|"Pending"|4991.84|4991.84|0.0|2025|6
"ORD-014919"|"2026-05-28"|"CUST-04005"|"Omar Khalid"|"Female"|32|"Al Khor"|"Home"|"Lamp"|5|606.18|0.15|"Card"|"Store"|"SP-055"|"Returned"|2576.26|2576.27|-0.01|2026|5
"ORD-014920"|"2026-01-16"|"CUST-04146"|"Noura Hassan"|"Male"|56|"Al Rayyan"|"Home"|"Cookware"|9|1438.96|0.1|"Card"|"Store"|"SP-065"|"Returned"|11655.58|11655.58|0.0|2026|1
"ORD-014921"|"2025-07-03"|"CUST-07468"|"Noura Hassan"|"Female"|32|"Mesaieed"|"Fashion"|"Backpack"|4|80.44|0.15|"Card"|"Online"|"SP-086"|"Cancelled"|273.5|273.5|0.0|2025|7
"ORD-014922"|"2026-01-04"|"CUST-00744"|"Mariam Ali"|"Female"|43|"Doha"|"Fashion"|"Dress"|2|127.11|0.0|"Mobile Payment"|"Phone"|"SP-055"|"Returned"|254.22|254.22|0.0|2026|1
"ORD-014923"|"2026-03-24"|"CUST-05633"|"Sara Ahmed"|"Male"|56|"Doha"|"Home"|"Cookware"|9|1122.53|0.0|"Card"|"Online"|"SP-058"|"Completed"|10102.77|10102.77|0.0|2026|3
"ORD-014924"|"2025-01-08"|"CUST-08483"|"Omar Khalid"|"Male"|35|"Doha"|"Electronics"|"Keyboard"|2|963.47|0.05|"Card"|"Store"|"SP-024"|"Pending"|1830.59|1830.59|0.0|2025|1
"ORD-014925"|"2026-01-17"|"CUST-01348"|"Ahmed Ali"|"Male"|59|"Al Rayyan"|"Fashion"|"Jacket"|1|197.32|0.1|"Card"|"Online"|"SP-063"|"Returned"|177.59|177.59|0.0|2026|1
"ORD-014926"|"2026-01-17"|"CUST-03368"|"Noura Hassan"|"Female"|41|"Doha"|"Electronics"|"Smartphone"|8|210.55|0.05|"Mobile Payment"|"Store"|"SP-060"|"Pending"|1600.18|1600.18|0.0|2026|1
"ORD-014927"|"2026-03-24"|"CUST-01736"|"Sara Ahmed"|"Female"|37|"Mesaieed"|"Electronics"|"Smartphone"|6|1319.64|0.1|"Bank Transfer"|"Online"|"SP-023"|"Completed"|7126.06|7126.06|0.0|2026|3
"ORD-014928"|"2025-06-03"|"CUST-01602"|"Fatima Noor"|"Male"|59|"Doha"|"Home"|"Bedsheet"|4|749.61|0.2|"Mobile Payment"|"Store"|"SP-041"|"Completed"|2398.75|2398.75|0.0|2025|6
"ORD-014929"|"2025-02-03"|"CUST-05644"|"Mohammed Hassan"|"Male"|55|"Doha"|"Home"|"Bedsheet"|6|638.0|0.1|"Mobile Payment"|"Store"|"SP-037"|"Pending"|3445.2|3445.2|0.0|2025|2
"ORD-014930"|"2026-05-12"|"CUST-01139"|"Aisha Mohamed"|"Male"|34|"Al Khor"|"Home"|"Bedsheet"|3|1260.8|0.15|"Cash"|"Store"|"SP-005"|"Completed"|3215.04|3215.04|0.0|2026|5
"ORD-014931"|"2025-01-22"|"CUST-06588"|"Fatima Noor"|"Female"|18|"Al Wakrah"|"Fashion"|"Backpack"|7|1441.72|0.2|"Card"|"Store"|"SP-045"|"Completed"|8073.63|8073.63|0.0|2025|1
"ORD-014932"|"2026-01-15"|"CUST-04511"|"Mariam Ali"|"Male"|18|"Al Wakrah"|"Electronics"|"Tablet"|9|345.3|0.1|"Card"|"Phone"|"SP-032"|"Completed"|2796.93|2796.93|0.0|2026|1
"ORD-014933"|"2025-05-28"|"CUST-05855"|"Mohammed Hassan"|"Male"|62|"Al Khor"|"Home"|"Chair"|10|97.8|0.0|"Card"|"Store"|"SP-002"|"Cancelled"|978.0|978.0|0.0|2025|5
"ORD-014934"|"2025-04-09"|"CUST-01312"|"Ahmed Ali"|"Male"|23|"Al Wakrah"|"Grocery"|"Water"|3|633.2|0.05|"Card"|"Store"|"SP-010"|"Cancelled"|1804.62|1804.62|0.0|2025|4
"ORD-014935"|"2026-06-15"|"CUST-03220"|"Fatima Noor"|"Male"|44|"Doha"|"Electronics"|"Tablet"|9|549.34|0.1|"Mobile Payment"|"Phone"|"SP-051"|"Completed"|4449.65|4449.65|0.0|2026|6
"ORD-014936"|"2025-09-28"|"CUST-07343"|"Omar Khalid"|"Female"|42|"Doha"|"Home"|"Table"|8|1219.16|0.1|"Bank Transfer"|"Phone"|"SP-030"|"Cancelled"|8777.95|8777.95|0.0|2025|9
"ORD-014937"|"2025-01-01"|"CUST-00073"|"Noura Hassan"|"Female"|57|"Al Rayyan"|"Electronics"|"Keyboard"|1|889.38|0.1|"Card"|"Phone"|"SP-056"|"Completed"|800.44|800.44|0.0|2025|1
"ORD-014938"|"2025-10-14"|"CUST-00624"|"Fatima Noor"|"Female"|47|"Al Wakrah"|"Fashion"|"Dress"|5|1157.29|0.1|"Bank Transfer"|"Online"|"SP-050"|"Completed"|5207.8|5207.81|-0.01|2025|10
"ORD-014939"|"2025-06-29"|"CUST-08380"|"Ahmed Ali"|"Female"|33|"Al Rayyan"|"Fashion"|"T-Shirt"|5|752.89|0.1|"Cash"|"Phone"|"SP-021"|"Returned"|3388.0|3388.01|-0.01|2025|6
"ORD-014940"|"2025-09-13"|"CUST-02228"|"Aisha Mohamed"|"Male"|62|"Al Khor"|"Grocery"|"Cereal"|5|1114.17|0.1|"Mobile Payment"|"Phone"|"SP-015"|"Cancelled"|5013.77|5013.77|0.01|2025|9
"ORD-014941"|"2025-06-23"|"CUST-03230"|"Mohammed Hassan"|"Female"|42|"Al Rayyan"|"Food & Beverage"|"Tea"|5|284.24|0.1|"Card"|"Store"|"SP-037"|"Pending"|1279.08|1279.08|0.0|2025|6
"ORD-014942"|"2025-02-19"|"CUST-05957"|"Sara Ahmed"|"Female"|19|"Lusail"|"Food & Beverage"|"Sandwich"|7|1246.61|0.15|"Cash"|"Store"|"SP-082"|"Completed"|7417.33|7417.33|0.0|2025|2
"ORD-014943"|"2026-06-16"|"CUST-02628"|"Khalid Salem"|"Male"|43|"Al Khor"|"Fashion"|"T-Shirt"|4|673.15|0.0|"Card"|"Online"|"SP-062"|"Completed"|2692.6|2692.6|0.0|2026|6
"ORD-014944"|"2025-07-09"|"CUST-05810"|"Sara Ahmed"|"Male"|32|"Doha"|"Electronics"|"Laptop"|3|665.07|0.0|"Bank Transfer"|"Phone"|"SP-034"|"Completed"|1995.21|1995.21|0.0|2025|7
"ORD-014945"|"2025-02-12"|"CUST-01567"|"Mariam Ali"|"Male"|48|"Doha"|"Grocery"|"Milk"|6|1040.85|0.1|"Bank Transfer"|"Store"|"SP-016"|"Pending"|5620.59|5620.59|0.0|2025|2
"ORD-014946"|"2026-06-01"|"CUST-02721"|"Ahmed Ali"|"Male"|25|"Mesaieed"|"Home"|"Lamp"|1|80.24|0.0|"Card"|"Online"|"SP-063"|"Completed"|80.24|80.24|0.0|2026|6
"ORD-014947"|"2025-03-07"|"CUST-07921"|"Aisha Mohamed"|"Male"|59|"Doha"|"Home"|"Lamp"|9|41.73|0.15|"Card"|"Phone"|"SP-012"|"Completed"|319.23|319.23|0.0|2025|3
"ORD-014948"|"2026-01-31"|"CUST-09235"|"Mariam Ali"|"Female"|23|"Doha"|"Fashion"|"Backpack"|8|40.48|0.0|"Card"|"Online"|"SP-064"|"Cancelled"|323.84|323.84|0.0|2026|1
"ORD-014949"|"2025-09-08"|"CUST-07567"|"Ahmed Ali"|"Female"|38|"Doha"|"Food & Beverage"|"Pizza"|9|459.12|0.0|"Card"|"Store"|"SP-036"|"Completed"|4132.08|4132.08|0.0|2025|9
"ORD-014950"|"2025-05-08"|"CUST-06466"|"Sara Ahmed"|"Female"|52|"Al Rayyan"|"Food & Beverage"|"Juice"|4|128.2|0.1|"Card"|"Store"|"SP-067"|"Pending"|461.52|461.52|0.0|2025|5
"ORD-014951"|"2025-07-07"|"CUST-06915"|"Ahmed Ali"|"Male"|54|"Mesaieed"|"Food & Beverage"|"Pizza"|3|1246.72|0.1|"Cash"|"Online"|"SP-026"|"Pending"|3366.14|3366.14|0.0|2025|7
"ORD-014952"|"2025-07-02"|"CUST-05685"|"Fatima Noor"|"Female"|29|"Mesaieed"|"Home"|"Cookware"|8|665.26|0.15|"Mobile Payment"|"Phone"|"SP-007"|"Completed"|4523.77|4523.77|0.0|2025|7
"ORD-014953"|"2026-02-16"|"CUST-07679"|"Khalid Salem"|"Male"|45|"Al Wakrah"|"Food & Beverage"|"Tea"|2|658.03|0.1|"Card"|"Online"|"SP-092"|"Completed"|1184.45|1184.45|0.0|2026|2
"ORD-014954"|"2025-03-20"|"CUST-03991"|"Khalid Salem"|"Male"|32|"Al Wakrah"|"Grocery"|"Cooking Oil"|1|653.55|0.0|"Cash"|"Online"|"SP-034"|"Cancelled"|653.55|653.55|0.0|2025|3
"ORD-014955"|"2025-01-19"|"CUST-01257"|"Khalid Salem"|"Male"|41|"Mesaieed"|"Electronics"|"Laptop"|7|1144.08|0.2|"Card"|"Store"|"SP-037"|"Completed"|6406.85|6406.85|0.0|2025|1
"ORD-014956"|"2026-04-23"|"CUST-03343"|"Yousef Ibrahim"|"Female"|32|"Doha"|"Grocery"|"Water"|8|183.55|0.1|"Card"|"Store"|"SP-075"|"Cancelled"|1321.56|1321.56|0.0|2026|4
"ORD-014957"|"2025-02-14"|"CUST-01967"|"Ahmed Ali"|"Female"|24|"Al Rayyan"|"Electronics"|"Monitor"|8|1180.62|0.0|"Card"|"Store"|"SP-019"|"Completed"|9444.96|9444.96|0.0|2025|2
